,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Ratio,EU_Sales_Ratio,JP_Sales_Ratio,Other_Sales_Ratio
1807,1828,Call Of Duty 2: Big Red One,XB,2005.0,Shooter,Desconocido,0.66,0.4,0.0,0.05,1.12,0.5892857142857143,0.35714285714285715,0.0,0.044642857142857144
1808,1829,Yoshi's Cookie,NES,1992.0,Puzzle,Desconocido,0.41,0.06,0.63,0.02,1.12,0.3660714285714285,0.05357142857142856,0.5625,0.017857142857142856
1809,1830,Guitar Hero 5,PS2,2009.0,Misc,Desconocido,0.28,0.3,0.0,0.54,1.12,0.25,0.26785714285714285,0.0,0.48214285714285715
1810,1831,Worldwide Soccer Manager 2008,PC,2007.0,Sports,Desconocido,0.0,1.12,0.0,0.0,1.12,0.0,1.0,0.0,0.0
1811,1832,Spider-Man 2,XB,2004.0,Action,Desconocido,0.82,0.26,0.0,0.04,1.12,0.732142857142857,0.23214285714285712,0.0,0.03571428571428571
1812,1833,Counter-Strike,XB,2003.0,Shooter,Desconocido,0.85,0.23,0.0,0.04,1.11,0.7657657657657657,0.2072072072072072,0.0,0.036036036036036036
1813,1834,Mad Max (2015),PS4,2015.0,Action,Desconocido,0.32,0.58,0.04,0.17,1.11,0.2882882882882883,0.5225225225225224,0.036036036036036036,0.15315315315315314
1814,1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007.0,Action,Desconocido,0.63,0.37,0.0,0.11,1.11,0.5675675675675675,0.3333333333333333,0.0,0.09909909909909909
1815,1836,GRID,PS3,2008.0,Racing,Desconocido,0.31,0.57,0.03,0.2,1.11,0.27927927927927926,0.5135135135135134,0.027027027027027025,0.18018018018018017
1816,1837,Guitar Hero Encore: Rocks The 80s,PS2,2007.0,Misc,Desconocido,0.92,0.04,0.0,0.15,1.11,0.8288288288288288,0.036036036036036036,0.0,0.13513513513513511
1817,1838,Sunset Overdrive,XOne,2014.0,Shooter,Desconocido,0.62,0.4,0.0,0.08,1.11,0.5585585585585585,0.36036036036036034,0.0,0.07207207207207207
1818,1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Desconocido,0.68,0.38,0.0,0.05,1.11,0.6126126126126126,0.34234234234234234,0.0,0.04504504504504504
1819,1841,Donkey Kong Jr.,NES,1983.0,Platform,Desconocido,0.33,0.07,0.7,0.01,1.11,0.29729729729729726,0.06306306306306306,0.6306306306306305,0.009009009009009009
1820,1842,Arc the Lad,PS,1995.0,Role-Playing,Desconocido,0.0,0.0,1.1,0.01,1.11,0.0,0.0,0.990990990990991,0.009009009009009009
1821,1843,NBA Jam Tournament Edition,GEN,1994.0,Sports,Desconocido,0.95,0.14,0.0,0.03,1.11,0.8558558558558558,0.12612612612612611,0.0,0.027027027027027025
1822,1844,Need for Speed: ProStreet,Wii,2007.0,Racing,Desconocido,0.54,0.46,0.0,0.12,1.11,0.48648648648648646,0.4144144144144144,0.0,0.1081081081081081
1823,1845,Pikmin 3,WiiU,2013.0,Strategy,Desconocido,0.45,0.31,0.29,0.06,1.11,0.4054054054054054,0.27927927927927926,0.2612612612612612,0.05405405405405405
1824,1846,Legend of Mana,PS,1999.0,Role-Playing,Desconocido,0.18,0.13,0.73,0.07,1.11,0.16216216216216214,0.11711711711711711,0.6576576576576576,0.06306306306306306
1825,1847,Lumines: Puzzle Fusion,PSP,2004.0,Puzzle,Desconocido,0.52,0.35,0.0,0.23,1.11,0.46846846846846846,0.31531531531531526,0.0,0.2072072072072072
1826,1848,Toy Story 3: The Video Game,PS3,2010.0,Action,Desconocido,0.51,0.42,0.0,0.17,1.11,0.45945945945945943,0.37837837837837834,0.0,0.15315315315315314
1827,1849,Guitar Hero 5,PS3,2009.0,Misc,Desconocido,0.53,0.4,0.0,0.17,1.1,0.4818181818181818,0.36363636363636365,0.0,0.15454545454545454
1828,1850,Megamania,2600,1981.0,Shooter,Desconocido,1.03,0.06,0.0,0.01,1.1,0.9363636363636363,0.054545454545454536,0.0,0.00909090909090909
1829,1851,Medal of Honor: Airborne,X360,2007.0,Shooter,Desconocido,0.45,0.53,0.01,0.12,1.1,0.40909090909090906,0.4818181818181818,0.00909090909090909,0.10909090909090907
1830,1852,The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Action,Desconocido,0.52,0.33,0.17,0.08,1.1,0.4727272727272727,0.3,0.15454545454545454,0.07272727272727272
1831,1853,Jungle Hunt,2600,1982.0,Platform,Desconocido,1.03,0.06,0.0,0.01,1.1,0.9363636363636363,0.054545454545454536,0.0,0.00909090909090909
1832,1854,Triple Play 98,PS,1997.0,Sports,Desconocido,0.61,0.42,0.0,0.07,1.1,0.5545454545454545,0.3818181818181818,0.0,0.06363636363636364
1833,1855,LEGO The Lord of the Rings,PS3,2012.0,Action,Desconocido,0.36,0.53,0.0,0.21,1.1,0.3272727272727272,0.4818181818181818,0.0,0.1909090909090909
1834,1856,Petz Dogz 2,DS,2007.0,Simulation,Desconocido,0.47,0.52,0.0,0.12,1.1,0.4272727272727272,0.4727272727272727,0.0,0.10909090909090907
1835,1857,WWE SmackDown vs. Raw 2011,PS3,2010.0,Fighting,Desconocido,0.44,0.46,0.01,0.18,1.1,0.39999999999999997,0.41818181818181815,0.00909090909090909,0.1636363636363636
1836,1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999.0,Strategy,Desconocido,0.0,0.0,1.1,0.0,1.1,0.0,0.0,1.0,0.0
1837,1859,Lode Runner,NES,1984.0,Puzzle,Desconocido,0.0,0.0,1.1,0.0,1.1,0.0,0.0,1.0,0.0
1838,1860,The Final Fantasy Legend,GB,1989.0,Role-Playing,Desconocido,0.0,0.0,1.1,0.0,1.1,0.0,0.0,1.0,0.0
1839,1861,Famicom Jump: Eiyuu Retsuden,NES,1989.0,Role-Playing,Desconocido,0.0,0.0,1.1,0.0,1.1,0.0,0.0,1.0,0.0
1840,1862,F-Zero X,N64,1998.0,Racing,Desconocido,0.45,0.33,0.29,0.03,1.1,0.40909090909090906,0.3,0.2636363636363636,0.027272727272727268
1841,1863,Popeye,NES,1983.0,Platform,Desconocido,0.51,0.12,0.45,0.02,1.1,0.4636363636363636,0.10909090909090907,0.40909090909090906,0.01818181818181818
1842,1864,NERF N-Strike,Wii,2008.0,Shooter,Desconocido,0.92,0.09,0.0,0.09,1.1,0.8363636363636363,0.0818181818181818,0.0,0.0818181818181818
1843,1865,NBA Live 2001,PS2,2001.0,Sports,Desconocido,0.52,0.4,0.04,0.13,1.1,0.4727272727272727,0.36363636363636365,0.03636363636363636,0.11818181818181818
1844,1866,SingStar Legends,PS2,2006.0,Misc,Desconocido,0.12,0.75,0.0,0.23,1.1,0.10909090909090907,0.6818181818181818,0.0,0.20909090909090908
1845,1867,SingStar Rocks!,PS2,2006.0,Misc,Desconocido,0.0,0.84,0.0,0.25,1.1,0.0,0.7636363636363636,0.0,0.22727272727272727
1846,1868,Tales of Symphonia,GC,2003.0,Role-Playing,Desconocido,0.54,0.21,0.31,0.04,1.1,0.4909090909090909,0.1909090909090909,0.2818181818181818,0.03636363636363636
1847,1869,Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Desconocido,0.54,0.33,0.01,0.22,1.1,0.4909090909090909,0.3,0.00909090909090909,0.19999999999999998
1848,1870,Star Ocean: The Second Story,PS,1998.0,Role-Playing,Desconocido,0.26,0.1,0.72,0.02,1.1,0.23636363636363636,0.09090909090909091,0.6545454545454544,0.01818181818181818
1849,1871,Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Desconocido,0.31,0.22,0.45,0.12,1.1,0.2818181818181818,0.19999999999999998,0.40909090909090906,0.10909090909090907
1850,1872,Star Wars: The Force Unleashed,PSP,2008.0,Action,Desconocido,0.43,0.41,0.0,0.25,1.09,0.39449541284403666,0.37614678899082565,0.0,0.2293577981651376
1851,1873,Imagine: Babysitters,DS,2008.0,Simulation,Desconocido,0.63,0.36,0.0,0.1,1.09,0.5779816513761468,0.33027522935779813,0.0,0.09174311926605505
1852,1874,The Simpsons Game,PSP,2007.0,Action,Desconocido,0.24,0.55,0.0,0.31,1.09,0.2201834862385321,0.5045871559633027,0.0,0.2844036697247706
1853,1875,Yakuza 2,PS2,2006.0,Adventure,Desconocido,0.05,0.04,0.84,0.16,1.09,0.045871559633027525,0.03669724770642201,0.7706422018348623,0.14678899082568805
1854,1876,Skate 2,X360,2009.0,Sports,Desconocido,0.82,0.17,0.01,0.09,1.09,0.7522935779816513,0.1559633027522936,0.009174311926605503,0.08256880733944953
1855,1877,Dragon Ball Z: The Legacy of Goku II,GBA,2003.0,Role-Playing,Desconocido,0.78,0.29,0.0,0.02,1.09,0.7155963302752293,0.2660550458715596,0.0,0.018348623853211007
1856,1878,Virtua Fighter 5,PS3,2007.0,Fighting,Desconocido,0.29,0.52,0.08,0.2,1.09,0.2660550458715596,0.4770642201834862,0.07339449541284403,0.1834862385321101
1857,1879,NFL 2K1,DC,2000.0,Sports,Desconocido,1.02,0.05,0.0,0.02,1.09,0.9357798165137614,0.045871559633027525,0.0,0.018348623853211007
1858,1880,BeatMania,PS,1998.0,Simulation,Desconocido,0.0,0.0,1.07,0.02,1.09,0.0,0.0,0.981651376146789,0.018348623853211007
1859,1881,Namco Museum Battle Collection,PSP,2005.0,Misc,Desconocido,0.75,0.18,0.0,0.16,1.09,0.6880733944954128,0.16513761467889906,0.0,0.14678899082568805
1860,1882,LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,Desconocido,0.96,0.04,0.0,0.08,1.09,0.8807339449541284,0.03669724770642201,0.0,0.07339449541284403
1861,1883,Madden NFL 2004,XB,2003.0,Sports,Desconocido,1.02,0.02,0.0,0.05,1.09,0.9357798165137614,0.018348623853211007,0.0,0.045871559633027525
1862,1884,Empire: Total War,PC,2009.0,Strategy,Desconocido,0.01,0.97,0.0,0.11,1.09,0.009174311926605503,0.8899082568807338,0.0,0.10091743119266054
1863,1885,The Godfather,PS2,2006.0,Action,Desconocido,0.89,0.03,0.01,0.15,1.09,0.8165137614678899,0.027522935779816512,0.009174311926605503,0.13761467889908255
1864,1886,Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Desconocido,0.61,0.37,0.0,0.11,1.09,0.5596330275229358,0.33944954128440363,0.0,0.10091743119266054
1865,1887,Star Wars: Bounty Hunter,PS2,2002.0,Shooter,Desconocido,0.53,0.42,0.0,0.14,1.09,0.4862385321100917,0.38532110091743116,0.0,0.12844036697247707
1866,1888,Densha De Go!,PS,1997.0,Simulation,Desconocido,0.0,0.0,1.02,0.07,1.09,0.0,0.0,0.9357798165137614,0.06422018348623854
1867,1889,Dante's Inferno,PS3,2010.0,Action,Desconocido,0.64,0.28,0.04,0.13,1.09,0.5871559633027522,0.25688073394495414,0.03669724770642201,0.11926605504587155
1868,1890,Sonic & Sega All-Stars Racing,DS,2010.0,Racing,Desconocido,0.44,0.54,0.0,0.11,1.09,0.40366972477064217,0.4954128440366972,0.0,0.10091743119266054
1869,1891,Skylanders Giants,PS3,2012.0,Action,Desconocido,0.35,0.52,0.0,0.22,1.09,0.3211009174311926,0.4770642201834862,0.0,0.20183486238532108
1870,1892,Endless Ocean,Wii,2007.0,Adventure,Desconocido,0.44,0.47,0.09,0.09,1.09,0.40366972477064217,0.4311926605504587,0.08256880733944953,0.08256880733944953
1871,1893,NFL Blitz 2000,PS,1998.0,Sports,Desconocido,0.6,0.41,0.0,0.07,1.09,0.5504587155963302,0.37614678899082565,0.0,0.06422018348623854
1872,1894,Sonic Free Riders,X360,2010.0,Racing,Desconocido,0.74,0.26,0.0,0.09,1.09,0.6788990825688073,0.2385321100917431,0.0,0.08256880733944953
1873,1895,NASCAR Thunder 2004,PS2,2003.0,Racing,Desconocido,0.53,0.41,0.0,0.14,1.08,0.49074074074074076,0.3796296296296296,0.0,0.12962962962962962
1874,1896,Prince of Persia,PS3,2008.0,Action,Desconocido,0.47,0.41,0.03,0.18,1.08,0.4351851851851851,0.3796296296296296,0.027777777777777776,0.16666666666666666
1875,1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002.0,Platform,Desconocido,0.53,0.41,0.0,0.14,1.08,0.49074074074074076,0.3796296296296296,0.0,0.12962962962962962
1876,1898,Grand Theft Auto V,PC,2015.0,Action,Desconocido,0.36,0.64,0.0,0.08,1.08,0.3333333333333333,0.5925925925925926,0.0,0.07407407407407407
1877,1899,The Biggest Loser,Wii,2009.0,Sports,Desconocido,0.87,0.12,0.0,0.09,1.08,0.8055555555555555,0.1111111111111111,0.0,0.08333333333333333
1878,1900,Fisherman's Bass Club,PS2,2002.0,Sports,Desconocido,0.53,0.41,0.0,0.14,1.08,0.49074074074074076,0.3796296296296296,0.0,0.12962962962962962
1879,1901,MySims Agents,DS,2009.0,Adventure,Desconocido,0.55,0.43,0.0,0.11,1.08,0.5092592592592593,0.39814814814814814,0.0,0.10185185185185185
1880,1902,Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Desconocido,0.48,0.32,0.2,0.09,1.08,0.4444444444444444,0.2962962962962963,0.18518518518518517,0.08333333333333333
1881,1903,NCAA Football 13,X360,2012.0,Action,Desconocido,1.02,0.0,0.0,0.06,1.08,0.9444444444444444,0.0,0.0,0.05555555555555555
1882,1904,Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Desconocido,0.28,0.5,0.03,0.28,1.08,0.25925925925925924,0.4629629629629629,0.027777777777777776,0.25925925925925924
1883,1905,FIFA Soccer 11,Wii,2010.0,Sports,Desconocido,0.26,0.69,0.0,0.12,1.08,0.24074074074074073,0.6388888888888888,0.0,0.1111111111111111
1884,1906,The Orange Box,PS3,2007.0,Shooter,Desconocido,0.28,0.59,0.0,0.22,1.08,0.25925925925925924,0.5462962962962963,0.0,0.2037037037037037
1885,1907,Joust,2600,1982.0,Platform,Desconocido,1.01,0.06,0.0,0.01,1.08,0.9351851851851851,0.05555555555555555,0.0,0.009259259259259259
1886,1908,Tomb Raider: Underworld,X360,2008.0,Action,Desconocido,0.53,0.43,0.01,0.11,1.08,0.49074074074074076,0.39814814814814814,0.009259259259259259,0.10185185185185185
1887,1909,Tom Clancy's Ghost Recon 2,PS2,2004.0,Shooter,Desconocido,0.64,0.34,0.0,0.1,1.08,0.5925925925925926,0.3148148148148148,0.0,0.09259259259259259
1888,1910,DiRT 3,PS3,2011.0,Racing,Desconocido,0.27,0.59,0.01,0.21,1.08,0.25,0.5462962962962963,0.009259259259259259,0.19444444444444442
1889,1911,LEGO City Undercover,WiiU,2013.0,Platform,Desconocido,0.47,0.4,0.13,0.08,1.08,0.4351851851851851,0.37037037037037035,0.12037037037037036,0.07407407407407407
1890,1912,Spore Creatures,DS,2008.0,Simulation,Desconocido,0.67,0.3,0.0,0.11,1.08,0.6203703703703703,0.27777777777777773,0.0,0.10185185185185185
1891,1913,Ready 2 Rumble Boxing,PS,1998.0,Sports,Desconocido,0.6,0.41,0.0,0.07,1.08,0.5555555555555555,0.3796296296296296,0.0,0.06481481481481481
1892,1914,Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Desconocido,0.77,0.29,0.0,0.02,1.08,0.7129629629629629,0.2685185185185185,0.0,0.018518518518518517
1893,1915,Disney's Lilo & Stitch,GBA,2002.0,Platform,Desconocido,0.77,0.29,0.0,0.02,1.08,0.7129629629629629,0.2685185185185185,0.0,0.018518518518518517
1894,1916,Star Fox: Assault,GC,2005.0,Shooter,Desconocido,0.68,0.18,0.19,0.03,1.08,0.6296296296296297,0.16666666666666666,0.17592592592592593,0.027777777777777776
1895,1917,Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Desconocido,0.49,0.35,0.09,0.16,1.08,0.45370370370370366,0.324074074074074,0.08333333333333333,0.14814814814814814
1896,1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011.0,Fighting,Desconocido,0.79,0.18,0.03,0.07,1.08,0.7314814814814815,0.16666666666666666,0.027777777777777776,0.06481481481481481
1897,1919,NCAA Football 14,X360,2013.0,Sports,Desconocido,1.01,0.0,0.0,0.06,1.07,0.9439252336448598,0.0,0.0,0.05607476635514018
1898,1920,Doko Demo Issyo,PS,1999.0,Misc,Desconocido,0.0,0.0,1.0,0.07,1.07,0.0,0.0,0.9345794392523364,0.06542056074766356
1899,1921,Call of Duty 3,PS2,2006.0,Shooter,Desconocido,0.89,0.03,0.0,0.15,1.07,0.8317757009345794,0.02803738317757009,0.0,0.14018691588785046
1900,1922,Imagine: Fashion Designer New York,DS,2008.0,Simulation,Desconocido,0.65,0.32,0.0,0.1,1.07,0.6074766355140186,0.29906542056074764,0.0,0.09345794392523364
1901,1923,Red Dead Redemption: Undead Nightmare,X360,2010.0,Action,Desconocido,0.57,0.39,0.02,0.09,1.07,0.5327102803738317,0.3644859813084112,0.018691588785046728,0.08411214953271028
1902,1924,Bully: Scholarship Edition,X360,2008.0,Action,Desconocido,0.53,0.4,0.03,0.11,1.07,0.4953271028037383,0.37383177570093457,0.02803738317757009,0.102803738317757
1903,1925,Virtua Fighter,SAT,1994.0,Fighting,Desconocido,0.17,0.12,0.77,0.02,1.07,0.1588785046728972,0.11214953271028036,0.719626168224299,0.018691588785046728
1904,1926,Championship Manager 99/00,PC,1999.0,Sports,Desconocido,0.0,0.98,0.0,0.09,1.07,0.0,0.9158878504672896,0.0,0.08411214953271028
1905,1927,WWE SmackDown vs. Raw 2010,PS2,2009.0,Fighting,Desconocido,0.53,0.01,0.0,0.54,1.07,0.4953271028037383,0.009345794392523364,0.0,0.5046728971962617
1906,1928,Pro Evolution Soccer 2008,X360,2007.0,Sports,Desconocido,0.08,0.9,0.04,0.05,1.07,0.07476635514018691,0.8411214953271028,0.037383177570093455,0.04672897196261682
1907,1929,Super Princess Peach,DS,2005.0,Platform,Desconocido,0.72,0.06,0.21,0.07,1.07,0.6728971962616822,0.05607476635514018,0.19626168224299065,0.06542056074766356
1908,1930,NHL 99,PS,1997.0,Sports,Desconocido,0.59,0.4,0.0,0.07,1.07,0.5514018691588785,0.37383177570093457,0.0,0.06542056074766356
1909,1931,SoulCalibur III,PS2,2005.0,Fighting,Desconocido,0.74,0.15,0.13,0.05,1.07,0.6915887850467289,0.14018691588785046,0.12149532710280374,0.04672897196261682
1910,1932,Skylanders SWAP Force,PS3,2013.0,Platform,Desconocido,0.43,0.44,0.0,0.2,1.07,0.40186915887850466,0.411214953271028,0.0,0.18691588785046728
1911,1933,F1 2012,PS3,2012.0,Racing,Desconocido,0.12,0.64,0.05,0.25,1.07,0.11214953271028036,0.5981308411214953,0.04672897196261682,0.2336448598130841
1912,1934,World Tour Soccer,PSP,2005.0,Sports,Desconocido,0.1,0.63,0.0,0.34,1.07,0.09345794392523364,0.5887850467289719,0.0,0.3177570093457944
1913,1935,Disney Universe,Wii,2011.0,Action,Desconocido,0.67,0.3,0.0,0.1,1.07,0.6261682242990654,0.2803738317757009,0.0,0.09345794392523364
1914,1936,Ridge Racer Revolution,PS,1995.0,Racing,Desconocido,0.17,0.12,0.71,0.07,1.07,0.1588785046728972,0.11214953271028036,0.6635514018691588,0.06542056074766356
1915,1937,LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Desconocido,0.54,0.42,0.0,0.1,1.07,0.5046728971962617,0.3925233644859813,0.0,0.09345794392523364
1916,1938,Hot Wheels Turbo Racing,PS,1999.0,Racing,Desconocido,0.59,0.4,0.0,0.07,1.07,0.5514018691588785,0.37383177570093457,0.0,0.06542056074766356
1917,1939,NCAA Football 99,PS,1998.0,Sports,Desconocido,0.59,0.4,0.0,0.07,1.06,0.5566037735849056,0.37735849056603776,0.0,0.0660377358490566
1918,1940,Mortal Kombat: Armageddon,PS2,2006.0,Fighting,Desconocido,0.88,0.04,0.0,0.14,1.06,0.830188679245283,0.03773584905660377,0.0,0.1320754716981132
1919,1941,Aliens vs Predator,X360,2010.0,Shooter,Desconocido,0.55,0.4,0.0,0.11,1.06,0.5188679245283019,0.37735849056603776,0.0,0.10377358490566037
1920,1942,Freekstyle,PS2,2002.0,Racing,Desconocido,0.52,0.41,0.0,0.14,1.06,0.49056603773584906,0.38679245283018865,0.0,0.1320754716981132
1921,1943,Junior Brain Trainer,DS,2008.0,Misc,Desconocido,0.23,0.74,0.0,0.1,1.06,0.2169811320754717,0.6981132075471698,0.0,0.09433962264150944
1922,1944,Darksiders,X360,2010.0,Action,Desconocido,0.67,0.29,0.01,0.1,1.06,0.6320754716981132,0.27358490566037735,0.009433962264150943,0.09433962264150944
1923,1945,DiRT,PS3,2007.0,Racing,Desconocido,0.16,0.67,0.0,0.23,1.06,0.1509433962264151,0.6320754716981132,0.0,0.2169811320754717
1924,1946,Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Desconocido,0.96,0.02,0.01,0.08,1.06,0.9056603773584905,0.018867924528301886,0.009433962264150943,0.07547169811320754
1925,1947,Simple 1500 Series Vol. 1: The Mahjong,PS,1998.0,Misc,Desconocido,0.0,0.0,0.99,0.07,1.06,0.0,0.0,0.9339622641509433,0.0660377358490566
1926,1948,Sega Superstars Tennis,Wii,2008.0,Sports,Desconocido,0.28,0.65,0.0,0.13,1.06,0.2641509433962264,0.6132075471698113,0.0,0.12264150943396226
1927,1949,NBA Street V3,PS2,2005.0,Sports,Desconocido,0.52,0.41,0.0,0.14,1.06,0.49056603773584906,0.38679245283018865,0.0,0.1320754716981132
1928,1950,Sleeping Dogs,PS3,2012.0,Action,Desconocido,0.31,0.5,0.05,0.19,1.06,0.29245283018867924,0.4716981132075471,0.04716981132075472,0.1792452830188679
1929,1951,Mercenaries 2: World in Flames,X360,2008.0,Shooter,Desconocido,0.65,0.3,0.01,0.1,1.06,0.6132075471698113,0.2830188679245283,0.009433962264150943,0.09433962264150944
1930,1952,Worms Armageddon,PS,1999.0,Strategy,Desconocido,0.18,0.81,0.0,0.08,1.06,0.16981132075471697,0.7641509433962265,0.0,0.07547169811320754
1931,1953,Hulk,PS2,2003.0,Action,Desconocido,0.52,0.41,0.0,0.14,1.06,0.49056603773584906,0.38679245283018865,0.0,0.1320754716981132
1932,1954,LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,Desconocido,0.44,0.44,0.0,0.18,1.06,0.4150943396226415,0.4150943396226415,0.0,0.16981132075471697
1933,1955,NFL Blitz,N64,1998.0,Sports,Desconocido,1.02,0.04,0.0,0.01,1.06,0.9622641509433962,0.03773584905660377,0.0,0.009433962264150943
1934,1956,NFL Quarterback Club 98,N64,1997.0,Sports,Desconocido,1.01,0.05,0.0,0.01,1.06,0.9528301886792453,0.04716981132075472,0.0,0.009433962264150943
1935,1957,DJ Hero,X360,2009.0,Misc,Desconocido,0.56,0.4,0.0,0.11,1.06,0.5283018867924528,0.37735849056603776,0.0,0.10377358490566037
1936,1958,Dora the Explorer: Dora Saves the Mermaids,DS,2007.0,Platform,Desconocido,0.97,0.01,0.0,0.08,1.06,0.9150943396226414,0.009433962264150943,0.0,0.07547169811320754
1937,1959,Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Desconocido,1.03,0.02,0.0,0.0,1.06,0.9716981132075472,0.018867924528301886,0.0,0.0
1938,1960,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,Desconocido,0.39,0.41,0.1,0.16,1.06,0.36792452830188677,0.38679245283018865,0.09433962264150944,0.1509433962264151
1939,1961,Spider-Man 2,GBA,2004.0,Action,Desconocido,0.76,0.28,0.0,0.02,1.06,0.7169811320754716,0.2641509433962264,0.0,0.018867924528301886
1940,1962,Virtua Tennis 3,PS3,2007.0,Sports,Desconocido,0.23,0.59,0.03,0.22,1.06,0.2169811320754717,0.5566037735849056,0.028301886792452827,0.20754716981132074
1941,1963,Seek and Destroy,PS2,2002.0,Racing,Desconocido,0.52,0.4,0.0,0.14,1.06,0.49056603773584906,0.37735849056603776,0.0,0.1320754716981132
1942,1964,Warhawk,PS3,2007.0,Simulation,Desconocido,0.49,0.39,0.0,0.17,1.06,0.4622641509433962,0.36792452830188677,0.0,0.16037735849056603
1943,1965,Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Desconocido,0.32,0.06,0.64,0.04,1.06,0.3018867924528302,0.056603773584905655,0.6037735849056604,0.03773584905660377
1944,1966,Assassin's Creed: Rogue,X360,2014.0,Action,Desconocido,0.58,0.38,0.0,0.09,1.05,0.5523809523809523,0.3619047619047619,0.0,0.0857142857142857
1945,1967,Cosmic Ark,2600,1981.0,Shooter,Desconocido,0.99,0.05,0.0,0.01,1.05,0.9428571428571428,0.047619047619047616,0.0,0.009523809523809523
1946,1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Desconocido,0.81,0.11,0.0,0.13,1.05,0.7714285714285715,0.10476190476190476,0.0,0.12380952380952381
1947,1969,Skylanders: Trap Team,Wii,2014.0,Action,Desconocido,0.42,0.54,0.0,0.08,1.05,0.39999999999999997,0.5142857142857143,0.0,0.07619047619047618
1948,1970,Aliens vs Predator,PS3,2010.0,Shooter,Desconocido,0.41,0.47,0.0,0.18,1.05,0.3904761904761904,0.4476190476190476,0.0,0.1714285714285714
